name,domain,website,linkedin_url,industry,vertical,tier,status,headquarters,address,city,state,zip,phone,estimated_employees,estimated_revenue,total_beds,acute_beds,description,keywords,founded_year,twitter_url,facebook_url,logo_url,rural_urban,pay_type,source,source_id,apollo_id,recallwire_package,recallwire_price,recallwire_price_monthly,entity_type,parent_system,parent_system_id,tier,segment,individual_price,system_price,effective_price,priority_score,region,in_vantage,system_in_vantage
Citizens Baptist Medical Center,baptistmedical.org,http://www.baptistmedical.org,http://www.linkedin.com/company/citizens-baptist-medical-center,Healthcare,healthcare,Enterprise,new,"Talladega, AL",604 Stone Avenue,Talladega,AL,35161,+1 (256) 362-8111,732,183000000,122,103.0,,,1925,https://twitter.com/BaptistHealthAL,https://facebook.com/baptisthealthalabama,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,RRC,us_hospital_list_2024,10101,673b17e72ff49c00010931e8,Enterprise,23600,1966.67,system_member,Baptist Health (Multi-state),baptist_health_system,Enterprise,community,24660,3600.0,3600.0,32,Southeast,false,false
J Paul Jones Hospital,,,http://www.linkedin.com/company/j-paul-jones-hospital-primary-care-clinic,Healthcare,healthcare,Standard,new,"Camden, AL",317 Mcwilliams Avenue,Camden,AL,36726,+1 (334) 682-4131,180,45000000,30,21.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,SCH,us_hospital_list_2024,10102,66e61f72bed1eb0001d009f6,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Southeast,false,false
Princeton Baptist Medical Center,princetonbaptistmedicalcenter.com,http://www.princetonbaptistmedicalcenter.com,http://www.linkedin.com/company/princeton-baptist-medical-center,Healthcare,healthcare,Enterprise Plus,new,"Birmingham, AL",701 Princeton Avenue Southwest,Birmingham,AL,35211,+1 (205) 783-3000,3030,757500000,505,255.0,,,1922,https://twitter.com/BBHealthAL,https://facebook.com/PrincetonBaptistMedicalCenter/,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/696db714143fc40001e908b7/picture,Urban,PPS,us_hospital_list_2024,10103,5ed841685221d90001f6c9f4,Enterprise Plus,50300.0,4191.67,system_member,Baptist Health (Multi-state),baptist_health_system,Enterprise Plus,regional,60150,5400.0,5400.0,35,Southeast,false,false
Grandview Medical Center,grandviewhealth.com,http://www.grandviewhealth.com,http://www.linkedin.com/company/grandview-medical-center-birmingham-al,Healthcare,healthcare,Enterprise Plus,new,"Birmingham, AL",3690 Grandview Parkway,Birmingham,AL,35243,+1 (205) 971-1000,2532,633000000,422,404.0,,,2015,https://twitter.com/GrandviewMC,https://www.facebook.com/GrandviewMedical,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/696af02eccf431000162093d/picture,Urban,PPS,us_hospital_list_2024,10104,608c3acb1a97bc00febe16c2,Enterprise Plus,46100.0,3841.67,system_member,Community Health Systems,chs,Enterprise Plus,regional,57660,4750.0,4750.0,35,Southeast,false,false
Prattville Baptist Hospital,,,http://www.linkedin.com/company/prattville-baptist-hospital,Healthcare,healthcare,Enterprise,new,"Prattville, AL",124 S Memorial DR,Prattville,AL,36067,+1 (334) 361-4267,510,127500000,85,55.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Urban,PPS,us_hospital_list_2024,10108,55f86b17f3e5bb7aad0026ec,Enterprise,21800,1816.67,system_member,Baptist Health (Multi-state),baptist_health_system,Enterprise,community,23550,3600.0,3600.0,32,Southeast,true,false
Bullock County Hospital,bullockcountyal.com,http://www.bullockcountyal.com,http://www.linkedin.com/company/bullock-county-hospital,Healthcare,healthcare,Standard,new,"Union Springs, AL",102 West Conecuh Avenue,Union Springs,AL,36089,+1 (334) 738-2140,288,72000000,48,17.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/696fd64867bcd40001784f78/picture,Rural,SCH,us_hospital_list_2024,10110,6641960ba38cbe00018ba40d,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Southeast,false,false
Whitfield Regional Hospital,whitfieldregionalhospital.com,http://www.whitfieldregionalhospital.com,http://www.linkedin.com/company/whitfield-regional-hospital,Healthcare,healthcare,Enterprise,new,"Demopolis, AL",105 Highway 80 East,Demopolis,AL,36732,+1 (334) 289-4000,594,148500000,99,47.0,,,1953,,https://www.facebook.com/bwwmh/,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6957dabeddd4ba0001264b7a/picture,Rural,SCH,us_hospital_list_2024,10112,5592388373696418c9bcd900,Enterprise,22400,1866.67,independent,,,Enterprise,community,23970,,23970,36,Southeast,false,false
Mobile Infirmary Medical Center,,,http://www.linkedin.com/company/mobile-infirmary-medical-center,Healthcare,healthcare,Enterprise Plus,new,"Mobile, AL",5 Mobile Infirmary Circle,Mobile,AL,36607,+1 (251) 435-2211,4014,1003500000,669,521.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Urban,PPS,us_hospital_list_2024,10113,6176d0fc5237bb00fce64c12,Enterprise Plus,58500.0,4875.0,system_member,Infirmary Health,mobile_infirmary,Enterprise Plus,regional,65070,6000.0,6000.0,35,Southeast,false,false
"Medical West, an Affiliate of UAB Health System",,,http://www.linkedin.com/company/medical-west-hospital-authority-an-affiliate-of-uab-health-system,Healthcare,healthcare,Enterprise,new,"Bessemer, AL",5000 Medical West Way,Bessemer,AL,35022,+1 (205) 481-7000,1860,465000000,310,204.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Urban,PPS,us_hospital_list_2024,10114,6701fd2a4860cf000131807a,Enterprise,34600.0,2883.33,independent,,,Enterprise,community,30300,,30300,42,Southeast,false,false
Vaughan Regional Medical Center Parkway Campus,,,,Healthcare,healthcare,Enterprise,new,"Selma, AL",1015 Medical Center Parkway,Selma,AL,36701,+1 (334) 418-4100,1284,321000000,214,109.0,,,,,,,Rural,SCH/RRC,us_hospital_list_2024,10118,,Enterprise,28900.0,2408.33,independent,,,Enterprise,regional,27420,,27420,44,Southeast,false,false
Monroe County Hospital,monroehospital.org,http://www.monroehospital.org,http://www.linkedin.com/company/monroe-county-hospital-atrium-health-navicent-partner,Healthcare,healthcare,Enterprise,new,"Monroeville, AL",2016 South Alabama Avenue,Monroeville,AL,36460,+1 (478) 994-2521,564,141000000,94,46.0,,,1978,https://twitter.com/monroe_hospital,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66f04778495da70001f8265f/picture,Rural,SCH,us_hospital_list_2024,10120,5b846d63f874f77ee369a935,Enterprise,22200,1850.0,independent,,,Enterprise,community,23820,,23820,36,Southeast,false,false
Lakeland Community Hospital,,,http://www.linkedin.com/company/lakeland-community-hospital-watervliet,Healthcare,healthcare,Standard,new,"Haleyville, AL",42024 Highway 195 E,Haleyville,AL,35565,+1 (205) 485-7117,294,73500000,49,40.0,,,1949,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,MDH,us_hospital_list_2024,10125,672a02e4a8f04d0001963f76,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Southeast,false,false
Troy Regional Medical Center,troymedicalcenter.com,http://www.troymedicalcenter.com,http://www.linkedin.com/company/troy-regional-medical-center,Healthcare,healthcare,Enterprise,new,"Troy, AL",1330 Highway 231 South,Troy,AL,36081,+1 (334) 670-5000,582,145500000,97,41.0,,,1969,https://twitter.com/TroyRegional,https://www.facebook.com/troyregional,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/696e1347fdadc800015d8b2d/picture,Rural,PPS,us_hospital_list_2024,10126,5e5772f67e83710001dfca23,Enterprise,22400,1866.67,independent,,,Enterprise,community,23910,,23910,36,Southeast,false,false
Jackson Medical Center,,,http://www.linkedin.com/company/jackson-north-medical-center,Healthcare,healthcare,Standard,new,"Jackson, AL",220 Hospital Drive,Jackson,AL,36545,+1 (251) 246-9021,210,52500000,35,35.0,,,1919,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/694e80673fcff6000147e349/picture,Rural,PPS,us_hospital_list_2024,10128,559215107369641893c15800,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Southeast,false,false
North Baldwin Infirmary,,,http://www.linkedin.com/company/north-baldwin-infirmary-wellne,Healthcare,healthcare,Enterprise,new,"Bay Minette, AL",1815 Hand Avenue,Bay Minette,AL,36507,+1 (251) 937-5521,468,117000000,78,58.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,PPS,us_hospital_list_2024,10129,55921c50736964188afa7400,Enterprise,21400,1783.33,system_member,Infirmary Health,mobile_infirmary,Enterprise,community,23340,4000.0,4000.0,32,Southeast,false,false
St. Vincent's St. Clair,,,,Healthcare,healthcare,Standard,new,"Pell City, AL",7063 Veterans Parkway,Pell City,AL,35125,+1 (205) 338-3301,240,60000000,40,40.0,,,,,,,Rural,PPS,us_hospital_list_2024,10130,,Standard,5000,416.67,system_member,Ascension St. Vincent's (Alabama),medstar_ascension_al,Standard,community,5000,4000.0,4000.0,32,Southeast,false,false
Crestwood Medical Center,crestwoodmedcenter.com,http://www.crestwoodmedcenter.com,http://www.linkedin.com/company/crestwood-medical-center,Healthcare,healthcare,Enterprise,new,"Huntsville, AL",One Hospital DR Se,Huntsville,AL,35801,+1 (256) 429-4000,882,220500000,147,164.0,,,1965,,https://facebook.com/crestwoodmedicalcenter,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/696f2cecddc5f400013d818e/picture,Urban,PPS,us_hospital_list_2024,10131,5ed4ed4a5fe22900014fe035,Enterprise,24800,2066.67,system_member,Community Health Systems,chs,Enterprise,community,25410,3800.0,3800.0,32,Southeast,false,false
Hill Hospital of Sumter County,hillhospital.org,http://www.hillhospital.org,http://www.linkedin.com/company/hill-hospital-of-sumter-county-hospitals,Healthcare,healthcare,Standard,new,"York, AL",751 Derby Drive,York,AL,36925,+1 (205) 392-5263,198,49500000,33,33.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,PPS,us_hospital_list_2024,10138,55fa447cf3e5bb52f2000214,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Southeast,false,false
Brookwood Baptist Medical Center,,,,Healthcare,healthcare,Enterprise Plus,new,"Vestavia, AL",1280 Columbiana Road Ste 102,Vestavia,AL,35216,+1 (205) 877-1000,3570,892500000,595,429.0,,,,,,,Urban,PPS,us_hospital_list_2024,10139,,Enterprise Plus,54800.0,4566.67,system_member,Tenet Healthcare,tenet,Enterprise Plus,regional,62850,5700.0,5700.0,35,Southeast,false,true
Springhill Memorial Hospital,,,http://www.linkedin.com/company/springhill-memorial-hospital,Healthcare,healthcare,Enterprise,new,"Mobile, AL",3719 Dauphin Street,Mobile,AL,36608,+1 (251) 460-5220,1578,394500000,263,189.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/670b3ba31793cb00015f2739/picture,Urban,PPS,us_hospital_list_2024,10144,559225217369641908199400,Enterprise,31800.0,2650.0,independent,,,Enterprise,community,28890,,28890,42,Southeast,false,false
Evergreen Medical Center,evergreenmedical.org,http://www.evergreenmedical.org,http://www.linkedin.com/company/evergreen-medical-center,Healthcare,healthcare,Standard,new,"Evergreen, AL",101 Crestview Avenue,Evergreen,AL,36401,+1 (251) 578-2480,264,66000000,44,44.0,,,,,https://facebook.com/pages/Evergreen-Medical-Center/207286529289680,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,MDH,us_hospital_list_2024,10148,55ec9280f3e5bb12950012b5,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Southeast,false,false
Baptist Medical Center East,,,,Healthcare,healthcare,Enterprise,new,"Montgomery, AL",400 Taylor Road,Montgomery,AL,36117,+1 (334) 244-8330,900,225000000,150,208.0,,,,,,,Urban,PPS,us_hospital_list_2024,10149,,Enterprise,25000.0,2083.33,system_member,Baptist Health (Multi-state),baptist_health_system,Enterprise,community,25500,3600.0,3600.0,32,Southeast,false,false
Regional Medical Center of Central Alabama,rmcca.com,http://www.rmcca.com,http://www.linkedin.com/company/regional-medical-center-of-central-alabama,Healthcare,healthcare,Enterprise,new,"Greenville, AL",29 L V Stabler Drive,Greenville,AL,36037,+1 (334) 382-2671,432,108000000,72,44.0,,,1915,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e52de2803d3600014d333f/picture,Rural,SCH,us_hospital_list_2024,10150,646625ebc8ff8800cf3ad3b8,Enterprise,21100,1758.33,independent,,,Enterprise,community,23160,,23160,36,Southeast,false,false
North Alabama Shoals Hospital,namcshoals.com,http://www.namcshoals.com,http://www.linkedin.com/company/north-alabama-shoals-hospital,Healthcare,healthcare,Enterprise,new,"Muscle Shoals, AL",201 West Avalon Avenue,Muscle Shoals,AL,35661,+1 (256) 768-8323,1188,297000000,198,47.0,,,1968,https://twitter.com/shoalshospital,https://facebook.com/pages/Shoals-Hospital/425912810774985,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/67280a535ab0bf0001c3c2f0/picture,Urban,PPS,us_hospital_list_2024,10157,65ad855223e4100001301dea,Enterprise,27900.0,2325.0,independent,,,Enterprise,community,26940,,26940,42,Southeast,false,false
Russellville Hospital,russellvillehospital.org,http://www.russellvillehospital.org,http://www.linkedin.com/company/russellville-hospital,Healthcare,healthcare,Enterprise,new,"Russellville, AL",15155 Highway 43,Russellville,AL,35653,+1 (256) 332-1611,600,150000000,100,51.0,,,1975,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/69583628b521210001c205ac/picture,Rural,MDH,us_hospital_list_2024,10158,55ed8f71f3e5bb63c9001284,Enterprise,22500,1875.0,independent,,,Enterprise,community,24000,,24000,36,Southeast,false,false
Coosa Valley Medical Center,cvhealth.net,http://www.cvhealth.net,http://www.linkedin.com/company/coosa-valley-medical-center,Healthcare,healthcare,Enterprise,new,"Sylacauga, AL",315 W Hickory St.,Sylacauga,AL,35150,+1 (256) 401-4551,1008,252000000,168,122.0,,,1945,https://twitter.com/coosavalleymed,https://facebook.com/Coosa-Valley-Medical-Center/159455727505927,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/690824d3db17370001e085eb/picture,Rural,PPS,us_hospital_list_2024,10164,56d828eef3e5bb76e5000001,Enterprise,26100.0,2175.0,independent,,,Enterprise,community,26040,,26040,42,Southeast,false,false
Jack Hughston Memorial Hospital,,,http://www.linkedin.com/company/jack-hughston-memorial-hospital,Healthcare,healthcare,Enterprise,new,"Phenix City, AL",4401 River Chase Drive,Phenix City,AL,36867,+1 (706) 324-6661,420,105000000,70,47.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6967e537192b6600011cd298/picture,Urban,PPS,us_hospital_list_2024,10168,5f446c3128fad60001e826d7,Enterprise,21000,1750.0,independent,,,Enterprise,community,23100,,23100,36,Southeast,false,false
Atmore Community Hospital,atmorehealth.org,http://www.atmorehealth.org,http://www.linkedin.com/company/atmore-community-hospital,Healthcare,healthcare,Standard,new,"Atmore, AL",401 Medical Park Drive,Atmore,AL,36502,+1 (251) 368-2500,294,73500000,49,49.0,,,1929,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66dcda39234aad0001c1d2d3/picture,Rural,PPS,us_hospital_list_2024,10169,6367f2f856d19d00014496ba,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Southeast,false,false
St. Vincent's Chilton,,,,Healthcare,healthcare,Standard,new,"Clanton, AL",2030 Lay Dam Road,Clanton,AL,35045,+1 (205) 258-4400,180,45000000,30,26.0,,,,,,,Rural,PPS,us_hospital_list_2024,10173,,Standard,5000,416.67,system_member,Ascension St. Vincent's (Alabama),medstar_ascension_al,Standard,community,5000,4000.0,4000.0,32,Southeast,false,false
Thomasville Regional Medical Center,trmc-al.com,http://www.trmc-al.com,http://www.linkedin.com/company/trmc-al,Healthcare,healthcare,Standard,new,"Thomasville, AL",300 Med Park Drive,Thomasville,AL,36784,+1 (334) 636-2525,174,43500000,29,29.0,,,2019,,https://facebook.com/trmcal,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6711eca09f88bd0001f34304/picture,Rural,PPS,us_hospital_list_2024,10174,5e5700c6c43add00010405b5,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Southeast,false,false
Eamc - Lanier,,,http://www.linkedin.com/company/eamc-lanier,Healthcare,healthcare,Enterprise,new,"Valley, AL",4800 48th Street,Valley,AL,36854,+1 (334) 756-9180,690,172500000,115,12.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,PPS,us_hospital_list_2024,10175,66d4b81d96c4340001617e34,Enterprise,23200,1933.33,independent,,,Enterprise,community,24450,,24450,36,Southeast,false,false
Washington County Hospital,,,http://www.linkedin.com/company/washington-county-hospital,Healthcare,healthcare,Standard,new,"Chatom, AL",14600 St. Stephens Avenue,Chatom,AL,36518,+1 (251) 847-2223,150,37500000,25,15.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,CAH,us_hospital_list_2024,11300,55923c2373696447df7d4300,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Southeast,false,false
Red Bay Hospital,redbayhospital.net,http://www.redbayhospital.net,http://www.linkedin.com/company/red-bay-hospital,Healthcare,healthcare,Standard,new,"Red Bay, AL",211 Hospital Road,Red Bay,AL,35582,+1 (256) 356-9532,150,37500000,25,25.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,CAH,us_hospital_list_2024,11302,674d7ebcbbfd75000103371f,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Southeast,false,false
Ochsner Choctaw General,,,,Healthcare,healthcare,Standard,new,"Butler, AL","401 Vanity Fair Lane, Po Box 618",Butler,AL,36904,+1 (205) 459-9100,150,37500000,25,25.0,,,,,,,Rural,CAH,us_hospital_list_2024,11304,,Standard,5000,416.67,system_member,Ochsner Health,ochsner,Standard,community,5000,3600.0,3600.0,32,Southeast,false,false
St. Vincents Blount,,,,Healthcare,healthcare,Standard,new,"Oneonta, AL",150 Gilbreath Drive,Oneonta,AL,35121,+1 (205) 274-3000,150,37500000,25,25.0,,,,,,,Rural,CAH,us_hospital_list_2024,11305,,Standard,5000,416.67,system_member,Ascension St. Vincent's (Alabama),medstar_ascension_al,Standard,community,5000,4000.0,4000.0,32,Southeast,false,false
